org_name,domain,url,tel_work,tel_fax,tel_cell,adr_one_street,adr_one_postalcode,adr_one_locality,adr_one_countryname,gender,title,n_given,n_middle,n_family,tel_home,tel_fax_home,tel_cell_private,email,email_home,adr_two_street,adr_two_postalcode,adr_two_locality,adr_two_countryname
Hotel Q!,hotelq.de,http://www.hotelq.de/,+49 7381 57391 4213,+49 7381 57391 94213,+49 120 1117111 4213,Albachtener Str. 102,48163,Münster,DE,male,,Vale,,Glasa,+49 5758 586322,,+49 142 90253715,v.glasa@hotelq.de,v.glasa@gmx.de,Kreuzstr. 29,67578,Gimbsheim in Rheinhessen,DE
Hotel Q!,hotelq.de,http://www.hotelq.de/,+49 7381 57391 1467,+49 7381 57391 91467,+49 120 1117111 1467,Albachtener Str. 102,48163,Münster,DE,female,,Norri,,Roberts,+49 4792 886736,,+49 108 16439934,n.roberts@hotelq.de,n.roberts@gmx.de,Mittlere Str. 6,59581,Suttrop Gemeinde Warstein,DE
Hotel Q!,hotelq.de,http://www.hotelq.de/,+49 7381 57391 2337,+49 7381 57391 92337,+49 120 1117111 2337,Albachtener Str. 102,48163,Münster,DE,male,Dipl.-Ing. (FH),Elsworth,Errol,Montijo,+49 8828 212862,,+49 130 11539995,e.montijo@hotelq.de,e.montijo@arcor.de,Im Brühl 11,78086,Überauchen Gemeinde Brigachtal,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 4635,+49 9466 47768 94635,+49 103 3235841 4635,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,female,,Noelyn,,Blissett,+49 1960 160259,,+49 147 33071483,n.blissett@beyersaktiv.com,n.blissett@hotmail.de,Zellberg 6,"",Schweitenkirchen,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 4372,+49 9466 47768 94372,+49 103 3235841 4372,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,female,Dr.-Ing.,Cindelyn,,Rabaglia,+49 2555 616326,,+49 146 56297991,c.rabaglia@beyersaktiv.com,c.rabaglia@gmail.com,Longkampstr. 7,54292,Trier,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 1579,+49 9466 47768 91579,+49 103 3235841 1579,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,male,Dipl.-Math. (FH),Ulrich,Augy,Allam,+49 2667 172863,,+49 173 49357819,u.allam@beyersaktiv.com,u.allam@arcor.de,Im Mühlfeld 5 C,61169,Friedberg in Hessen,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 5825,+49 9466 47768 95825,+49 103 3235841 5825,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,male,,Cheston,Darn,Millen,+49 6116 861747,,+49 120 33073018,c.millen@beyersaktiv.com,c.millen@t-online.de,Löhdorfer Str. 281,42699,Solingen,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 4736,+49 9466 47768 94736,+49 103 3235841 4736,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,female,,Anthiathia,Celestyn,Mcgill,+49 4739 363491,,+49 164 16726749,a.mcgill@beyersaktiv.com,a.mcgill@t-online.de,Wiesstr. 21,87435,Kempten im Allgäu,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 5958,+49 9466 47768 95958,+49 103 3235841 5958,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,male,,Blayne,Ivor,Kaidannek,+49 7582 265445,,+49 192 4993368,b.kaidannek@beyersaktiv.com,b.kaidannek@arcor.de,Hohle Str. 40,88662,Überlingen,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 7372,+49 9466 47768 97372,+49 103 3235841 7372,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,male,,Mervin,,Subsara,+49 8518 58988,,+49 126 52297210,m.subsara@beyersaktiv.com,m.subsara@arcor.de,Wenckstr. 22,64289,Darmstadt,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 4247,+49 9466 47768 94247,+49 103 3235841 4247,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,female,Dipl.-Pharm.,Guglielma,Mariska,Lockett,+49 1694 970376,+49 9176 23582,+49 104 84104496,g.lockett@beyersaktiv.com,g.lockett@gmx.de,Fuchsweg 50,51766,Loope Gemeinde Engelskirchen,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 8094,+49 9466 47768 98094,+49 103 3235841 8094,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,female,Dipl.-Geol.,Cassandra,Tim,Angvall,+49 2524 292761,,+49 190 99597465,c.angvall@beyersaktiv.com,c.angvall@hotmail.de,Steinstr. 50,45731,Waltrop,DE
Beyer s Aktiv Park,beyersaktiv.com,http://www.beyersaktiv.com/,+49 9466 47768 2968,+49 9466 47768 92968,+49 103 3235841 2968,Kalbachstr. 14 A,36124,Büchenberg Gemeinde Eichenzell,DE,female,Dipl.-Journ.,Anjela,,Mevis,+49 3899 524747,,+49 161 56951724,a.mevis@beyersaktiv.com,a.mevis@web.de,Mozartstr. 54,21682,Stade,DE
SV Saal a.d. Donau e.V. Tennisheim,svsaala.eu,http://www.svsaala.eu/,+49 6826 4469 8657,+49 6826 4469 98657,+49 134 1359619 8657,Hamburger Allee 45,60486,Frankfurt am Main,DE,female,Prof.,Shayla,Adey,Brummitt,+49 1623 825231,,+49 184 1140995,s.brummitt@svsaala.eu,s.brummitt@hotmail.de,Langstücken 20,24247,Mielkendorf,DE
SV Saal a.d. Donau e.V. Tennisheim,svsaala.eu,http://www.svsaala.eu/,+49 6826 4469 3143,+49 6826 4469 93143,+49 134 1359619 3143,Hamburger Allee 45,60486,Frankfurt am Main,DE,female,,Babs,Ethel,Sezer,+49 5622 893451,,+49 123 92814590,b.sezer@svsaala.eu,b.sezer@arcor.de,Lauterstr. 16,12159,Berlin,DE
SV Saal a.d. Donau e.V. Tennisheim,svsaala.eu,http://www.svsaala.eu/,+49 6826 4469 1195,+49 6826 4469 91195,+49 134 1359619 1195,Hamburger Allee 45,60486,Frankfurt am Main,DE,female,,Kaia,,Ledoux,+49 2203 629425,+49 3727 45465,+49 153 22282116,k.ledoux@svsaala.eu,k.ledoux@hotmail.de,Große Bäckerstr. 10,21335,Lüneburg,DE
Lacher H.E.P. GmbH,lacherhepgmbh.eu,http://www.lacherhepgmbh.eu/,+49 3175 97668 3726,+49 3175 97668 93726,+49 106 288257 3726,Büttenberger Str. 24,58256,Ennepetal,DE,female,,Valerye,,Roszko,+49 5463 386452,,+49 124 62889627,v.roszko@lacherhepgmbh.eu,v.roszko@web.de,Ginsterweg 17,44793,Bochum,DE
Lacher H.E.P. GmbH,lacherhepgmbh.eu,http://www.lacherhepgmbh.eu/,+49 3175 97668 8949,+49 3175 97668 98949,+49 106 288257 8949,Büttenberger Str. 24,58256,Ennepetal,DE,female,Dr.-Ing.,Nanny,Ardath,Kaigler,+49 393 752485,+49 1045 77131,+49 128 61559206,n.kaigler@lacherhepgmbh.eu,n.kaigler@gmx.de,Felsberg 3,64686,Lautertal im Odenwald,DE
Schleusner Dirk L.,schleusnerdirkl.de,http://www.schleusnerdirkl.de/,+49 4602 50865 8122,+49 4602 50865 98122,+49 131 346614 8122,Von-Baeyer-Str. 13,47906,Kempen,DE,male,,Jereme,,Whitt,+49 4294 89637,+49 2629 58467,+49 161 57062498,j.whitt@schleusnerdirkl.de,j.whitt@t-online.de,Stöckener Str. 21,30419,Hannover,DE
Schleusner Dirk L.,schleusnerdirkl.de,http://www.schleusnerdirkl.de/,+49 4602 50865 3690,+49 4602 50865 93690,+49 131 346614 3690,Von-Baeyer-Str. 13,47906,Kempen,DE,male,,Lutero,,Eddins,+49 7010 776659,,+49 186 23694195,l.eddins@schleusnerdirkl.de,l.eddins@arcor.de,Hospitalstr. 20,71634,Ludwigsburg in Württemberg,DE
Schleusner Dirk L.,schleusnerdirkl.de,http://www.schleusnerdirkl.de/,+49 4602 50865 6615,+49 4602 50865 96615,+49 131 346614 6615,Von-Baeyer-Str. 13,47906,Kempen,DE,male,,Kelsey,Lamar,Montcalm,+49 8246 210751,,+49 138 95373919,k.montcalm@schleusnerdirkl.de,k.montcalm@web.de,Kardinal-Faulhaber-Str. 15,"",München,DE
Arbeitsgemeinschaft d. Volkshochschulen Dachau-Land Augustiner-Chorherrenstift-Museum,arbeitsgemeinschaft.org,http://www.arbeitsgemeinschaft.org/,+49 1787 69274 1053,+49 1787 69274 91053,+49 139 3622476 1053,Friedensstr. 14 A,7768,Kahla in Thüringen,DE,female,,Doralin,Cynthy,Abou-Arrage,+49 2800 598825,,+49 147 84535432,d.abou-arrage@arbeitsgemeinschaft.org,d.abou-arrage@gmail.com,Billungerweg 3 A,26131,Oldenburg in Oldenburg,DE
Arbeitsgemeinschaft d. Volkshochschulen Dachau-Land Augustiner-Chorherrenstift-Museum,arbeitsgemeinschaft.org,http://www.arbeitsgemeinschaft.org/,+49 1787 69274 9031,+49 1787 69274 99031,+49 139 3622476 9031,Friedensstr. 14 A,7768,Kahla in Thüringen,DE,male,,Link,,Teniola,+49 8638 120562,,+49 162 28928439,l.teniola@arbeitsgemeinschaft.org,l.teniola@web.de,Immenreuther Str. 10,56070,Koblenz am Rhein,DE
Arbeitsgemeinschaft d. Volkshochschulen Dachau-Land Augustiner-Chorherrenstift-Museum,arbeitsgemeinschaft.org,http://www.arbeitsgemeinschaft.org/,+49 1787 69274 7239,+49 1787 69274 97239,+49 139 3622476 7239,Friedensstr. 14 A,7768,Kahla in Thüringen,DE,male,M.Eng.,Grannie,,Pitton,+49 242 951653,,+49 102 23165541,g.pitton@arbeitsgemeinschaft.org,g.pitton@gmx.de,Gustav-Freytag-Str. 25,51503,Rösrath,DE
Arbeitsgemeinschaft d. Volkshochschulen Dachau-Land Augustiner-Chorherrenstift-Museum,arbeitsgemeinschaft.org,http://www.arbeitsgemeinschaft.org/,+49 1787 69274 1768,+49 1787 69274 91768,+49 139 3622476 1768,Friedensstr. 14 A,7768,Kahla in Thüringen,DE,female,,Dodi,Violante,Sumpter,+49 8607 765457,+49 9712 4844,+49 157 26056791,d.sumpter@arbeitsgemeinschaft.org,d.sumpter@gmail.com,Gillitzerstr. 2,83022,Rosenheim in Oberbayern,DE
Arbeitsgemeinschaft d. Volkshochschulen Dachau-Land Augustiner-Chorherrenstift-Museum,arbeitsgemeinschaft.org,http://www.arbeitsgemeinschaft.org/,+49 1787 69274 9855,+49 1787 69274 99855,+49 139 3622476 9855,Friedensstr. 14 A,7768,Kahla in Thüringen,DE,male,,Emanuele,Werner,Zattiero,+49 9169 689710,,+49 114 97708653,e.zattiero@arbeitsgemeinschaft.org,e.zattiero@gmx.de,Emilienstr. 43,45128,Essen,DE
Arbeitsgemeinschaft d. Volkshochschulen Dachau-Land Augustiner-Chorherrenstift-Museum,arbeitsgemeinschaft.org,http://www.arbeitsgemeinschaft.org/,+49 1787 69274 1365,+49 1787 69274 91365,+49 139 3622476 1365,Friedensstr. 14 A,7768,Kahla in Thüringen,DE,female,,Bibbye,Julina,Zatylny,+49 3828 756670,+49 3541 79511,+49 156 60473927,b.zatylny@arbeitsgemeinschaft.org,b.zatylny@t-online.de,Eberswalder Str. 23,10437,Berlin,DE
Arbeitsgemeinschaft d. Volkshochschulen Dachau-Land Augustiner-Chorherrenstift-Museum,arbeitsgemeinschaft.org,http://www.arbeitsgemeinschaft.org/,+49 1787 69274 8799,+49 1787 69274 98799,+49 139 3622476 8799,Friedensstr. 14 A,7768,Kahla in Thüringen,DE,male,,Hunter,Heinrik,Karchevski,+49 2884 559380,,+49 140 51506878,h.karchevski@arbeitsgemeinschaft.org,h.karchevski@web.de,Sandstr. 5,57072,Siegen,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 1419,+49 8226 59195 91419,+49 166 7585180 1419,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,female,,Charissa,,Dahl,+49 4881 580432,,+49 175 72748577,c.dahl@aasakademie.com,c.dahl@t-online.de,Heißen 35,88267,Heissen Gemeinde Vogt,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 5866,+49 8226 59195 95866,+49 166 7585180 5866,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,female,,Deeyn,,Ozmore,+49 1848 273659,,+49 193 24765299,d.ozmore@aasakademie.com,d.ozmore@gmail.com,Schlachthausstr. 2,73230,Kirchheim unter Teck,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 3564,+49 8226 59195 93564,+49 166 7585180 3564,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,male,,Jessie,Fax,Zonner,+49 744 755292,,+49 188 18702838,j.zonner@aasakademie.com,j.zonner@web.de,Pillenreuther Str. 51,90459,Nürnberg,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 5792,+49 8226 59195 95792,+49 166 7585180 5792,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,female,Dipl.-Betriebsw. (FH),Catrina,,Bessuille,+49 8736 613512,,+49 113 82065045,c.bessuille@aasakademie.com,c.bessuille@arcor.de,Faulhaberstr. 47,63619,Bad Orb,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 5712,+49 8226 59195 95712,+49 166 7585180 5712,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,male,Dipl.-Inf. (FH),Cobbie,,Mcgill,+49 2263 884182,,+49 197 89378783,c.mcgill@aasakademie.com,c.mcgill@hotmail.de,Ortbergstr. 5,33014,Herste Stadt Bad Driburg,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 8553,+49 8226 59195 98553,+49 166 7585180 8553,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,male,Dipl.-Betriebsw. (DH),Aluin,Rriocard,Martenson,+49 4240 284093,+49 2447 91953,+49 135 16033292,a.martenson@aasakademie.com,a.martenson@arcor.de,Richard-Wagner-Str. 6,59609,Anröchte,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 5139,+49 8226 59195 95139,+49 166 7585180 5139,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,female,Dipl.-Chem. (FH),Shandee,,Projofc,+49 499 623531,+49 1986 38625,+49 197 13385913,s.projofc@aasakademie.com,s.projofc@gmx.de,Boddenstr. 1,18556,Wiek,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 1825,+49 8226 59195 91825,+49 166 7585180 1825,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,male,,Padriac,Sheffie,Malone,+49 1272 540827,,+49 103 89394957,p.malone@aasakademie.com,p.malone@hotmail.de,Stobbestr. 6,45147,Essen,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 2437,+49 8226 59195 92437,+49 166 7585180 2437,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,female,B.Mus.,Willi,Laurice,Pineau,+49 6284 336282,,+49 181 71253442,w.pineau@aasakademie.com,w.pineau@gmail.com,Schneidemühler Str. 26 B,76139,Karlsruhe,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 6134,+49 8226 59195 96134,+49 166 7585180 6134,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,female,,Jeane,,Brady,+49 1901 638850,+49 2269 53280,+49 138 88539053,j.brady@aasakademie.com,j.brady@t-online.de,Detmolder Str. 122,33604,Bielefeld,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 4279,+49 8226 59195 94279,+49 166 7585180 4279,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,male,,Halsey,,Dillingham,+49 3535 60633,,+49 156 59603112,h.dillingham@aasakademie.com,h.dillingham@arcor.de,Eislebenstr. 5,53125,Bonn,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 5483,+49 8226 59195 95483,+49 166 7585180 5483,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,female,Dipl.-Met.,Bev,,Stackpole,+49 9188 525956,,+49 131 17921444,b.stackpole@aasakademie.com,b.stackpole@arcor.de,Weidendamm 37,23966,Wismar in Mecklenburg,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 1640,+49 8226 59195 91640,+49 166 7585180 1640,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,male,Dipl.-Geol.,Sheffy,,Mogridge,+49 7019 965893,,+49 186 53925067,s.mogridge@aasakademie.com,s.mogridge@t-online.de,Hofweg 68,22085,Hamburg,DE
AAS Akademie f. Arbeits- u. Sozialrecht Ruhr-Westf. GmbH,aasakademie.com,http://www.aasakademie.com/,+49 8226 59195 1141,+49 8226 59195 91141,+49 166 7585180 1141,Im Wiesental 3,53894,Eiserfey Stadt Mechernich,DE,female,,Myrna,Morna,StJohn,+49 5897 358433,+49 1157 6808,+49 125 28496481,m.stjohn@aasakademie.com,m.stjohn@t-online.de,Max-Eyth-Str. 38,71088,Holzgerlingen,DE
Schafaie S.,schafaies.eu,http://www.schafaies.eu/,+49 4914 85960 1858,+49 4914 85960 91858,+49 134 9473210 1858,Grimmerweg 16,99734,Rüdigsdorf Stadt Nordhausen,DE,male,,Nicolas,,Wans,+49 2569 584896,,+49 192 26699076,n.wans@schafaies.eu,n.wans@web.de,Pestalozzistr. 5,9130,Chemnitz,DE
Schafaie S.,schafaies.eu,http://www.schafaies.eu/,+49 4914 85960 7613,+49 4914 85960 97613,+49 134 9473210 7613,Grimmerweg 16,99734,Rüdigsdorf Stadt Nordhausen,DE,male,,Dew,Hilliard,Poole,+49 3645 577008,,+49 132 6845091,d.poole@schafaies.eu,d.poole@gmx.de,Waldseestr. 3,49549,Ladbergen,DE
Schafaie S.,schafaies.eu,http://www.schafaies.eu/,+49 4914 85960 9720,+49 4914 85960 99720,+49 134 9473210 9720,Grimmerweg 16,99734,Rüdigsdorf Stadt Nordhausen,DE,male,,Sal,Emlen,Tsao,+49 8811 338817,+49 1481 19313,+49 182 77594271,s.tsao@schafaies.eu,s.tsao@web.de,Richard-Wagner-Str. 6,59609,Anröchte,DE
Schafaie S.,schafaies.eu,http://www.schafaies.eu/,+49 4914 85960 3057,+49 4914 85960 93057,+49 134 9473210 3057,Grimmerweg 16,99734,Rüdigsdorf Stadt Nordhausen,DE,male,Dipl.-Math. (FH),Thorn,,Jamshidi,+49 4619 731771,+49 4676 86381,+49 153 81246843,t.jamshidi@schafaies.eu,t.jamshidi@t-online.de,Marktgasse 7,37213,Witzenhausen,DE
Schafaie S.,schafaies.eu,http://www.schafaies.eu/,+49 4914 85960 9515,+49 4914 85960 99515,+49 134 9473210 9515,Grimmerweg 16,99734,Rüdigsdorf Stadt Nordhausen,DE,female,Dipl.-Ing. (FH),Blakeley,,Brouwer,+49 9039 963669,,+49 199 7874214,b.brouwer@schafaies.eu,b.brouwer@t-online.de,Hauptstr. 58,49577,Ankum,DE
Schafaie S.,schafaies.eu,http://www.schafaies.eu/,+49 4914 85960 7732,+49 4914 85960 97732,+49 134 9473210 7732,Grimmerweg 16,99734,Rüdigsdorf Stadt Nordhausen,DE,male,B.Sc.,Ellery,,Obermyer,+49 8741 571110,,+49 173 11313268,e.obermyer@schafaies.eu,e.obermyer@gmail.com,Schusterstr. 23,67655,Kaiserslautern,DE
Schafaie S.,schafaies.eu,http://www.schafaies.eu/,+49 4914 85960 7405,+49 4914 85960 97405,+49 134 9473210 7405,Grimmerweg 16,99734,Rüdigsdorf Stadt Nordhausen,DE,female,,Leah,,Ventura,+49 2573 56287,,+49 115 1995694,l.ventura@schafaies.eu,l.ventura@gmail.com,Wolfsegger Str. 52,93138,Oppersdorf Gemeinde Lappersdorf,DE
Bestattungen Paul R. Götte,bestattungen.de,http://www.bestattungen.de/,+49 3051 95270 2513,+49 3051 95270 92513,+49 163 8927958 2513,Friedrichsgrüner Str. 15,89420,Höchstädt an der Donau,DE,male,,Chaim,,Willmott,+49 2331 801579,,+49 198 16783655,c.willmott@bestattungen.de,c.willmott@arcor.de,Hauptstr. 25,31603,Diepenau,DE
Bestattungen Paul R. Götte,bestattungen.de,http://www.bestattungen.de/,+49 3051 95270 4747,+49 3051 95270 94747,+49 163 8927958 4747,Friedrichsgrüner Str. 15,89420,Höchstädt an der Donau,DE,female,,Helenka,,Handforth,+49 3855 109816,,+49 143 40494416,h.handforth@bestattungen.de,h.handforth@hotmail.de,Ungererstr. 137,80805,München,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 7187,+49 658 52003 97187,+49 116 795498 7187,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,male,B.Ed.,Woody,,Peters,+49 2727 164489,,+49 160 10992094,w.peters@agrargenossenschaft.com,w.peters@gmail.com,Osthofstr. 46,48163,Münster,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 2172,+49 658 52003 92172,+49 116 795498 2172,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,male,,Maison,Hendrik,Nipper,+49 5031 178370,,+49 156 8303159,m.nipper@agrargenossenschaft.com,m.nipper@web.de,Königswieser Straße 5,81475,München,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 3097,+49 658 52003 93097,+49 116 795498 3097,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,male,,Kennith,,Brunet,+49 4748 276510,,+49 106 37643138,k.brunet@agrargenossenschaft.com,k.brunet@hotmail.de,Beethovenstr. 42,73660,Urbach an der Rems,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 4939,+49 658 52003 94939,+49 116 795498 4939,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,female,,Wendi,Tammy,Iteam,+49 596 920187,,+49 134 49286716,w.iteam@agrargenossenschaft.com,w.iteam@t-online.de,Mühlenstr. 128,26789,Leer in Ostfriesland,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 3907,+49 658 52003 93907,+49 116 795498 3907,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,male,,Lorne,Pietrek,Silburt,+49 212 175790,,+49 138 65244964,l.silburt@agrargenossenschaft.com,l.silburt@hotmail.de,Schusterstr. 23,29683,Bad Fallingbostel,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 1356,+49 658 52003 91356,+49 116 795498 1356,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,male,,Torre,Udall,Edgette,+49 6160 479977,,+49 126 11264712,t.edgette@agrargenossenschaft.com,t.edgette@t-online.de,Christianstr. 29,4105,Leipzig,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 2939,+49 658 52003 92939,+49 116 795498 2939,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,female,M.F.A.,Robin,,Gorham,+49 1767 196826,,+49 127 14271333,r.gorham@agrargenossenschaft.com,r.gorham@arcor.de,Sonnenberger Str. 26,65193,Wiesbaden,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 1190,+49 658 52003 91190,+49 116 795498 1190,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,female,Dipl.-Chem. (FH),Gnni,,Tanner,+49 6492 974142,,+49 174 66581547,g.tanner@agrargenossenschaft.com,g.tanner@hotmail.de,Christian-F.-Hansen-Str. 22,22609,Hamburg,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 8936,+49 658 52003 98936,+49 116 795498 8936,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,male,,Stanislaw,Noam,Darr,+49 8606 397698,,+49 112 53041172,s.darr@agrargenossenschaft.com,s.darr@web.de,Gutleuthausstr. 12,76275,Ettlingen,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 1035,+49 658 52003 91035,+49 116 795498 1035,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,female,B.Sc.,Bili,,Miello,+49 2019 263391,+49 4817 1528,+49 164 87518120,b.miello@agrargenossenschaft.com,b.miello@arcor.de,Venner Str. 8,41751,Dülken Stadt Viersen,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 7594,+49 658 52003 97594,+49 116 795498 7594,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,female,Dipl.-Inf. (FH),Dawna,Dona,McGill,+49 8113 578464,,+49 133 85418094,d.mcgill@agrargenossenschaft.com,d.mcgill@t-online.de,Am Mittelfeld 22,19079,Banzkow,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 6366,+49 658 52003 96366,+49 116 795498 6366,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,female,Dipl.agr.biol.,Lynna,Lorine,Naybor,+49 5042 253142,,+49 120 30541599,l.naybor@agrargenossenschaft.com,l.naybor@gmail.com,Untere Hainstr. 20,61440,Oberursel im Taunus,DE
Agrargenossenschaft Reichenbach e.G. Werkstatt Hydraulik-Service,agrargenossenschaft.com,http://www.agrargenossenschaft.com/,+49 658 52003 4839,+49 658 52003 94839,+49 116 795498 4839,Burren 1,72818,Trochtelfingen in Hohenzollern,DE,female,,Avis,,Hollandsworth,+49 8569 186194,,+49 182 14151913,a.hollandsworth@agrargenossenschaft.com,a.hollandsworth@arcor.de,Grenzstr. 32,70435,Stuttgart,DE
